fixture,home_directfk_xG,home_corner_xG,home_op_xG,home_pen_xG,home_setpiece_xG,home_directfk_shots_ot,home_corner_shots_ot,home_op_shots_ot,home_pen_shots_ot,home_setpiece_shots_ot,date,home_team,away_team,home_directfk_shots,home_corner_shots,home_op_shots,home_pen_shots,home_setpiece_shots,away_directfk_xG,away_corner_xG,away_op_xG,away_pen_xG,away_setpiece_xG,away_directfk_shots_ot,away_corner_shots_ot,away_op_shots_ot,away_pen_shots_ot,away_setpiece_shots_ot,away_directfk_shots,away_corner_shots,away_op_shots,away_pen_shots,away_setpiece_shots,home_xG,away_xG,home_np_xG,away_np_xG,home_sp_xG,away_sp_xG,season
Middlesbrough v Tottenham,0.0,0.057094600051641464,0.23012319579720497,0.0,0.07429049909114838,0,0,1,0,1,2016-09-24,Middlesbrough,Tottenham,0,1,4,0,1,0.0,0.13043299317359924,1.2967417892068624,0.0,0.0,0,0,5,0,0,0,1,18,0,0,0.3615082949399948,1.4271747823804617,0.3615082949399948,1.4271747823804617,0.13138509914278984,0.13043299317359924,2016
Stoke v West Bromwich Albion,0.04089820012450218,0.13737110048532486,0.7131696110591292,0.0,0.08823320269584656,0,0,1,0,0,2016-09-24,Stoke,West Bromwich Albion,1,3,7,0,1,0.0,0.03099019918590784,0.21878400444984436,0.0,0.0210874006152153,0,1,1,0,1,0,2,6,0,1,0.9796721143648028,0.2708616042509675,0.9796721143648028,0.2708616042509675,0.2665025033056736,0.05207759980112314,2016
Sunderland v Crystal Palace,0.0,0.03555219992995262,1.479015301913023,0.0,0.0,0,0,4,0,0,2016-09-24,Sunderland,Crystal Palace,0,2,9,0,0,0.07011260092258453,0.18016699701547623,1.0481700161471963,0.0,0.4947820007801056,0,0,3,0,1,2,3,15,0,1,1.5145675018429756,1.7932316148653626,1.5145675018429756,1.7932316148653626,0.03555219992995262,0.7450615987181664,2016
Arsenal v Chelsea,0.15377600491046906,0.06832500174641609,1.440134727396071,0.0,0.0,0,0,5,0,0,2016-09-24,Arsenal,Chelsea,1,2,11,0,0,0.0,0.0,0.5462224027141929,0.0,0.06733060069382191,0,0,1,0,1,0,0,7,0,2,1.662235734052956,0.6135530034080148,1.662235734052956,0.6135530034080148,0.22210100665688515,0.06733060069382191,2016
West Ham v Southampton,0.0,0.06428290158510208,0.6200625030323863,0.0,0.018020499497652054,0,0,0,0,0,2016-09-25,West Ham,Southampton,0,2,10,0,1,0.0,0.0,2.996586000546813,0.0,0.013394899666309357,0,0,8,0,1,0,0,17,0,1,0.7023659041151404,3.0099809002131224,0.7023659041151404,3.0099809002131224,0.08230340108275414,0.013394899666309357,2016
Burnley v Watford,0.0,0.34484490007162094,0.1958111971616745,0.0,0.02907819952815771,0,3,0,0,1,2016-09-26,Burnley,Watford,0,6,5,0,2,0.046231500804424286,0.03248872887343168,0.5690752882510424,0.0,0.12902779877185822,0,0,1,0,1,1,2,6,0,3,0.5697342967614532,0.7768233167007565,0.5697342967614532,0.7768233167007565,0.37392309959977865,0.20774802844971418,2016
Everton v Crystal Palace,0.06657350063323975,0.3052724990993738,0.7823538966476917,0.0,0.0,1,0,1,0,0,2016-09-30,Everton,Crystal Palace,1,5,7,0,0,0.09761030226945877,0.2613493036478758,0.09856959898024797,0.0,0.020579500123858452,0,1,1,0,0,2,4,3,0,1,1.1541998963803053,0.478108705021441,1.1541998963803053,0.478108705021441,0.37184599973261356,0.379539106041193,2016
Swansea v Liverpool,0.04401350021362305,0.9601929783821106,1.2677001059055328,0.0,0.38651201128959656,1,1,1,0,0,2016-10-01,Swansea,Liverpool,1,1,5,0,1,0.044769998639822006,0.32852280139923096,0.5772153940051794,0.7611690163612366,0.31071510910987854,0,0,3,1,2,1,4,10,1,2,2.658418595790863,2.0223923195153475,2.658418595790863,1.261223303154111,1.3907184898853302,0.6840079091489315,2016
Hull v Chelsea,0.04852309823036194,0.0,0.16480370331555605,0.0,0.06204820051789284,1,0,1,0,0,2016-10-01,Hull,Chelsea,1,0,6,0,1,0.03398739919066429,0.21420559659600258,1.7138983067125082,0.0,0.08167650271207094,0,2,6,0,0,1,4,15,0,2,0.2753750020638108,2.043767805211246,0.2753750020638108,2.043767805211246,0.11057129874825478,0.3298694984987378,2016
Sunderland v West Bromwich Albion,0.036736201494932175,0.12593500316143036,1.0300127007067204,0.0,0.0,0,0,2,0,0,2016-10-01,Sunderland,West Bromwich Albion,1,2,4,0,0,0.0,0.04020669963210821,0.8446713108569384,0.0,0.0,0,1,6,0,0,0,2,15,0,0,1.1926839053630829,0.8848780104890466,1.1926839053630829,0.8848780104890466,0.16267120465636253,0.04020669963210821,2016
Watford v Bournemouth,0.0,0.124549001455307,1.0280388044193387,0.0,0.08782189711928368,0,0,6,0,1,2016-10-01,Watford,Bournemouth,0,1,14,0,2,0.19029060378670692,0.019026899710297585,1.146467488259077,0.0,0.0,1,0,2,0,0,2,1,9,0,0,1.2404097029939294,1.3557849917560816,1.2404097029939294,1.3557849917560816,0.21237089857459068,0.2093175034970045,2016
West Ham v Middlesbrough,0.12054499983787537,0.07479830086231232,0.5997759001329541,0.0,0.0917829992249608,0,0,2,0,0,2016-10-01,West Ham,Middlesbrough,1,2,13,0,3,0.052313100546598434,0.12982900440692902,0.6704599894583225,0.0,0.0,0,1,1,0,0,1,1,7,0,0,0.8869022000581026,0.85260209441185,0.8869022000581026,0.85260209441185,0.2871262999251485,0.18214210495352745,2016
Manchester United v Stoke,0.0,0.9287575241178274,1.9113979954272509,0.0,0.0,0,1,8,0,0,2016-10-02,Manchester United,Stoke,0,6,18,0,0,0.020933600142598152,0.0,1.1794962082058191,0.0,0.0,1,0,5,0,0,1,0,6,0,0,2.8401555195450783,1.2004298083484173,2.8401555195450783,1.2004298083484173,0.9287575241178274,0.020933600142598152,2016
Leicester v Southampton,0.0,0.052497100085020065,0.3977761995047331,0.0,0.0,0,1,0,0,0,2016-10-02,Leicester,Southampton,0,2,7,0,0,0.0,0.0,0.920962804928422,0.0,0.0,0,0,5,0,0,0,0,11,0,0,0.45027329958975315,0.920962804928422,0.45027329958975315,0.920962804928422,0.052497100085020065,0.0,2016
Tottenham v Manchester City,0.1665640026330948,0.0,0.7582672126591206,0.7611690163612366,0.013745100237429142,0,0,5,1,1,2016-10-02,Tottenham,Manchester City,1,0,10,1,1,0.10360600054264069,0.0,0.7887562094256282,0.0,0.01715020090341568,1,0,5,0,0,1,0,11,0,1,1.699745331890881,0.9095124108716846,0.9385763155296445,0.9095124108716846,0.18030910287052393,0.12075620144605637,2016
Burnley v Arsenal,0.0,0.11603130027651787,0.4235750902444124,0.0,0.06917650066316128,0,0,1,0,0,2016-10-02,Burnley,Arsenal,0,3,5,0,2,0.057673100382089615,1.0288274697959423,0.7678345926105976,0.0,0.0,0,1,2,0,0,1,3,14,0,0,0.6087828911840916,1.8543351627886295,0.6087828911840916,1.8543351627886295,0.18520780093967915,1.086500570178032,2016
Chelsea v Leicester,0.11436450108885765,0.462613295763731,2.53875283151865,0.0,0.0,1,1,4,0,0,2016-10-15,Chelsea,Leicester,2,3,11,0,0,0.0,0.0,0.14500590320676565,0.0,0.03754269890487194,0,0,0,0,0,0,0,3,0,2,3.1157306283712387,0.1825486021116376,3.1157306283712387,0.1825486021116376,0.5769777968525887,0.03754269890487194,2016
Arsenal v Swansea,0.0,0.6159673947840929,2.8697051499038935,0.0,0.019513500854372978,0,1,5,0,0,2016-10-15,Arsenal,Swansea,0,2,13,0,1,0.0,0.22526580188423395,1.2418010979890823,0.0,0.29347899556159973,0,0,5,0,1,0,3,9,0,1,3.5051860455423594,1.760545895434916,3.5051860455423594,1.760545895434916,0.6354808956384659,0.5187447974458337,2016
Bournemouth v Hull,0.09267669916152954,0.21048690378665924,1.3645863076671958,0.7611690163612366,0.5298260003328323,1,2,4,1,2,2016-10-15,Bournemouth,Hull,2,2,15,1,2,0.0,0.12536509707570076,0.2632245011627674,0.0,0.0,0,0,4,0,0,0,2,9,0,0,2.9587449273094535,0.38858959823846817,2.197575910948217,0.38858959823846817,0.8329896032810211,0.12536509707570076,2016
Manchester City v Everton,0.09448889642953873,0.0845784991979599,0.8621647022664547,1.5223010182380676,0.13089860416948795,0,0,6,2,0,2016-10-15,Manchester City,Everton,1,2,11,2,3,0.045510999858379364,0.0,0.09898730274289846,0.0,0.0,0,0,2,0,0,1,0,2,0,0,2.694431720301509,0.14449830260127783,1.1721307020634413,0.14449830260127783,0.3099659997969866,0.045510999858379364,2016
Stoke v Sunderland,0.02958660013973713,0.07001960184425116,2.267041152343154,0.0,0.0,1,1,4,0,0,2016-10-15,Stoke,Sunderland,1,2,14,0,0,0.04206769913434982,0.02895759977400303,0.5165461143478751,0.0,0.0,1,0,0,0,0,1,1,9,0,0,2.3666473543271422,0.587571413256228,2.3666473543271422,0.587571413256228,0.09960620198398829,0.07102529890835285,2016
West Bromwich Albion v Tottenham,0.0,0.5619049966335297,0.7725350242108107,0.0,0.0,0,2,2,0,0,2016-10-15,West Bromwich Albion,Tottenham,0,3,5,0,0,0.03324269875884056,0.0,1.279376176185906,0.0,0.01879419945180416,1,0,7,0,0,1,0,18,0,1,1.3344400208443403,1.3314130743965507,1.3344400208443403,1.3314130743965507,0.5619049966335297,0.05203689821064472,2016
Crystal Palace v West Ham,0.0,0.49079400300979614,0.673995797522366,0.7611690163612366,0.02003359980881214,0,0,3,0,0,2016-10-15,Crystal Palace,West Ham,0,1,9,1,1,0.0,0.08789870142936707,0.7489964058622718,0.0,0.03732360154390335,0,0,4,0,0,0,1,10,0,1,1.945992416702211,0.8742187088355422,1.1848234003409743,0.8742187088355422,0.5108276028186083,0.12522230297327042,2016
Middlesbrough v Watford,0.0,0.13937029615044594,0.3892053058370948,0.0,0.0,0,1,2,0,0,2016-10-16,Middlesbrough,Watford,0,2,8,0,0,0.0,0.015663299709558487,0.06469319760799408,0.0,0.009018249809741974,0,0,2,0,0,0,1,2,0,1,0.5285756019875407,0.08937474712729454,0.5285756019875407,0.08937474712729454,0.13937029615044594,0.02468154951930046,2016
Southampton v Burnley,0.0,1.5004781149327755,1.9505580961704254,0.7611690163612366,0.0,0,3,10,1,0,2016-10-16,Southampton,Burnley,0,7,26,1,0,0.0,0.0,0.07487149816006422,0.7611690163612366,0.1952192224562168,0,0,0,1,0,0,0,2,1,3,4.2122052274644375,1.0312597369775176,3.451036211103201,0.27009072061628103,1.5004781149327755,0.1952192224562168,2016
Liverpool v Manchester United,0.0,0.0,0.27044099662452936,0.0,0.0,0,0,3,0,0,2016-10-17,Liverpool,Manchester United,0,0,9,0,0,0.034761298447847366,0.029948800802230835,0.4730518953874707,0.0,0.0,0,0,1,0,0,1,1,5,0,0,0.27044099662452936,0.5377619946375489,0.27044099662452936,0.5377619946375489,0.0,0.0647100992500782,2016
Bournemouth v Tottenham,0.0,0.17955510318279266,0.3438153937458992,0.0,0.0,0,1,0,0,0,2016-10-22,Bournemouth,Tottenham,0,2,6,0,0,0.027948599308729172,0.08257590234279633,0.6347649022936821,0.0,0.0,1,0,3,0,0,1,3,12,0,0,0.5233704969286919,0.7452894039452076,0.5233704969286919,0.7452894039452076,0.17955510318279266,0.1105245016515255,2016
Arsenal v Middlesbrough,0.20394080132246017,0.0,0.5078701004385948,0.0,0.0,1,0,5,0,0,2016-10-22,Arsenal,Middlesbrough,3,0,7,0,0,0.06077520176768303,0.11500400304794312,1.2947110179811716,0.0,0.23601199127733707,0,0,4,0,0,1,1,6,0,3,0.711810901761055,1.7065022140741348,0.711810901761055,1.7065022140741348,0.20394080132246017,0.4117911960929632,2016
Burnley v Everton,0.0,0.0816970020532608,0.7655441034585238,0.0,0.09974450245499611,0,0,2,0,1,2016-10-22,Burnley,Everton,0,1,6,0,3,0.0,0.03104779962450266,0.7241930011659861,0.0,0.0,0,1,7,0,0,0,2,19,0,0,0.9469856079667807,0.7552408007904887,0.9469856079667807,0.7552408007904887,0.1814415045082569,0.03104779962450266,2016
Hull v Stoke,0.0,0.19410710036754608,0.507499698549509,0.0,0.0,0,1,1,0,0,2016-10-22,Hull,Stoke,0,2,7,0,0,0.0735986977815628,0.04929659888148308,0.9198372885584831,0.0,0.0,1,2,3,0,0,1,2,9,0,0,0.7016067989170551,1.042732585221529,0.7016067989170551,1.042732585221529,0.19410710036754608,0.12289529666304588,2016
Leicester v Crystal Palace,0.0,0.2164940983057022,1.4906075969338417,0.0,0.0,0,1,3,0,0,2016-10-22,Leicester,Crystal Palace,0,3,13,0,0,0.0,0.1572244018316269,1.5054911654442549,0.0,0.02158655971288681,0,0,6,0,0,0,2,19,0,2,1.707101695239544,1.6843021269887686,1.707101695239544,1.6843021269887686,0.2164940983057022,0.1788109615445137,2016
Swansea v Watford,0.0,0.0,0.7988197859376669,0.0,0.5333330035209656,0,0,4,0,1,2016-10-22,Swansea,Watford,0,0,10,0,1,0.11254100129008293,0.0,0.3685825988650322,0.0,0.0,0,0,2,0,0,2,0,8,0,0,1.3321527894586325,0.4811236001551151,1.3321527894586325,0.4811236001551151,0.5333330035209656,0.11254100129008293,2016
West Ham v Sunderland,0.0,0.12055250070989132,0.8370175426825881,0.0,0.23827659711241722,0,1,2,0,0,2016-10-22,West Ham,Sunderland,0,4,13,0,3,0.06968209892511368,0.0,0.6085534272715449,0.0,0.1301030069589615,0,0,2,0,0,1,0,8,0,1,1.1958466405048966,0.8083385331556201,1.1958466405048966,0.8083385331556201,0.35882909782230854,0.19978510588407516,2016
Liverpool v West Bromwich Albion,0.0,0.0,2.099877605214715,0.0,0.205690898001194,0,0,6,0,1,2016-10-22,Liverpool,West Bromwich Albion,0,0,19,0,2,0.0,0.5643829107284546,0.06659851130098104,0.0,0.05500039830803871,0,1,0,0,0,0,2,4,0,1,2.305568503215909,0.6859818203374743,2.305568503215909,0.6859818203374743,0.205690898001194,0.6193833090364933,2016
Manchester City v Southampton,0.0,0.24649280216544867,0.913105096668005,0.0,0.0,0,0,3,0,0,2016-10-23,Manchester City,Southampton,0,5,9,0,0,0.0,0.0,0.5637517925351858,0.0,0.0,0,0,2,0,0,0,0,6,0,0,1.1595978988334537,0.5637517925351858,1.1595978988334537,0.5637517925351858,0.24649280216544867,0.0,2016
Chelsea v Manchester United,0.0,0.6518359053879976,1.5278785042464733,0.0,0.07220020145177841,0,1,5,0,0,2016-10-23,Chelsea,Manchester United,0,3,10,0,1,0.0,0.0,0.5634827194735408,0.0,0.18066419661045074,0,0,5,0,0,0,0,14,0,2,2.2519146110862494,0.7441469160839915,2.2519146110862494,0.7441469160839915,0.724036106839776,0.18066419661045074,2016
Sunderland v Arsenal,0.07557690143585205,0.0,0.01668809913098812,0.7611690163612366,0.0,0,0,0,1,0,2016-10-29,Sunderland,Arsenal,1,0,1,1,0,0.22407560050487518,0.0867742020636797,2.3249489376321435,0.0,0.0,0,1,6,0,0,2,2,17,0,0,0.8534340169280767,2.6357987402006984,0.09226500056684017,2.6357987402006984,0.07557690143585205,0.3108498025685549,2016
Manchester United v Burnley,0.0,0.2506102966144681,2.2551070041954517,0.0,0.21819189935922623,0,0,11,0,0,2016-10-29,Manchester United,Burnley,0,7,29,0,2,0.0,0.06773299723863602,0.19844749942421913,0.0,0.0617762990295887,0,0,1,0,0,0,1,5,0,1,2.723909200169146,0.32795679569244385,2.723909200169146,0.32795679569244385,0.4688021959736943,0.12950929626822472,2016
Middlesbrough v Bournemouth,0.0,0.0,1.4226128989830613,0.0,0.020552299916744232,0,0,3,0,0,2016-10-29,Middlesbrough,Bournemouth,0,0,10,0,1,0.05577889829874039,0.1938604013994336,0.9653803957626224,0.0,0.3309659957885742,0,0,2,0,0,1,4,12,0,1,1.4431651988998055,1.5459856912493706,1.4431651988998055,1.5459856912493706,0.020552299916744232,0.5806052954867482,2016
Tottenham v Leicester,0.14873990043997765,0.1919760014861822,0.5964464973658323,0.7611690163612366,0.0,0,1,3,1,0,2016-10-29,Tottenham,Leicester,3,3,15,1,0,0.0,0.009355749934911728,0.6847817283123732,0.0,0.046848900616168976,0,0,1,0,0,0,1,4,0,1,1.6983314156532288,0.7409863788634539,0.9371623992919922,0.7409863788634539,0.34071590192615986,0.056204650551080704,2016
Watford v Hull,0.0,0.20464829541742802,0.9589394889771938,0.0,0.0,0,0,0,0,0,2016-10-29,Watford,Hull,0,6,17,0,0,0.0,0.06916780024766922,0.1443522972986102,0.0,0.03805160149931908,0,0,2,0,0,0,1,7,0,1,1.1635877843946218,0.2515716990455985,1.1635877843946218,0.2515716990455985,0.20464829541742802,0.1072194017469883,2016
West Bromwich Albion v Manchester City,0.04794060066342354,0.0,0.5577572993934155,0.0,0.008779999800026417,1,0,0,0,0,2016-10-29,West Bromwich Albion,Manchester City,1,0,7,0,1,0.05866570025682449,0.2698250114917755,2.15169158577919,0.0,0.0,0,0,7,0,0,1,1,19,0,0,0.6144778998568654,2.48018229752779,0.6144778998568654,2.48018229752779,0.056720600463449955,0.3284907117486,2016
Crystal Palace v Liverpool,0.0,0.03727329894900322,0.3906548572704196,0.0,0.06811600178480148,0,1,4,0,1,2016-10-29,Crystal Palace,Liverpool,0,1,5,0,1,0.0,0.3776720091700554,1.8828876819461584,0.0,0.0,0,2,8,0,0,0,2,15,0,0,0.4960441580042243,2.260559691116214,0.4960441580042243,2.260559691116214,0.1053893007338047,0.3776720091700554,2016
Everton v West Ham,0.050597500056028366,0.061971900053322315,1.9164606146514416,0.0,0.0,0,0,6,0,0,2016-10-30,Everton,West Ham,1,3,13,0,0,0.1469820998609066,0.009025109931826591,0.7477211002260447,0.0,0.049153901636600494,0,0,3,0,0,2,1,9,0,1,2.0290300147607923,0.9528822116553783,2.0290300147607923,0.9528822116553783,0.11256940010935068,0.2051611114293337,2016
Southampton v Chelsea,0.05583050101995468,0.011280200444161892,0.21970449574291706,0.0,0.13554859533905983,1,0,0,0,0,2016-10-30,Southampton,Chelsea,1,1,6,0,2,0.0,0.015273299999535084,1.112643402069807,0.0,0.01967580057680607,0,0,6,0,1,0,1,11,0,1,0.42236379254609346,1.1475925026461482,0.42236379254609346,1.1475925026461482,0.2026592968031764,0.03494910057634115,2016
Stoke v Swansea,0.0,0.790526413358748,1.359583504498005,0.0,0.013959200121462345,0,2,2,0,0,2016-11-01,Stoke,Swansea,0,5,11,0,1,0.0,0.120216297917068,0.9803677210584283,0.0,0.0,0,1,5,0,0,0,3,12,0,0,2.164069117978215,1.1005840189754963,2.164069117978215,1.1005840189754963,0.8044856134802103,0.120216297917068,2016
Bournemouth v Sunderland,0.02935820072889328,0.6376130022108555,1.867534363642335,0.0,0.11740600317716599,1,0,6,0,0,2016-11-05,Bournemouth,Sunderland,1,6,14,0,1,0.0,0.0,0.3755470961332321,0.7611690163612366,0.0,0,0,3,1,0,0,0,8,1,0,2.6519115697592497,1.1367161124944687,2.6519115697592497,0.3755470961332321,0.7843772061169147,0.0,2016
Burnley v Crystal Palace,0.0,0.0,2.31445880420506,0.0,0.0,0,0,6,0,0,2016-11-05,Burnley,Crystal Palace,0,0,14,0,0,0.0,0.0,1.2734530856832862,0.7611690163612366,0.024986300617456436,0,0,4,1,0,0,0,14,1,1,2.31445880420506,2.059608402661979,2.31445880420506,1.2984393863007426,0.0,0.024986300617456436,2016
Manchester City v Middlesbrough,0.07041709870100021,0.12439089920371771,2.301246788352728,0.0,0.0,0,2,5,0,0,2016-11-05,Manchester City,Middlesbrough,1,5,19,0,0,0.0,0.020146099850535393,0.18861546786502004,0.0,0.0,0,0,3,0,0,0,1,4,0,0,2.496054786257446,0.20876156771555543,2.496054786257446,0.20876156771555543,0.19480799790471792,0.020146099850535393,2016
West Ham v Stoke,0.15827800333499908,0.1816355986520648,0.06461420096457005,0.0,0.0,0,1,1,0,0,2016-11-05,West Ham,Stoke,1,4,4,0,0,0.05002009868621826,0.11532970145344734,0.633883610367775,0.0,0.011226600036025047,1,0,3,0,0,1,4,7,0,1,0.40452780295163393,0.8104600105434656,0.40452780295163393,0.8104600105434656,0.3399136019870639,0.17657640017569065,2016
Chelsea v Everton,0.0,0.14384133461862803,1.8530492465943098,0.0,0.0,0,2,7,0,0,2016-11-05,Chelsea,Everton,0,4,17,0,0,0.0,0.013132099993526936,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,1.9968905812129378,0.013132099993526936,1.9968905812129378,0.013132099993526936,0.14384133461862803,0.013132099993526936,2016
Arsenal v Tottenham,0.0,0.14212399907410145,0.536926694214344,0.0,0.0,0,0,2,0,0,2016-11-06,Arsenal,Tottenham,0,4,11,0,0,0.0,0.0,0.36476750019937754,0.7611690163612366,0.06991790235042572,0,0,2,1,0,0,0,8,1,2,0.6790506932884455,1.1958544189110398,0.6790506932884455,0.43468540254980326,0.14212399907410145,0.06991790235042572,2016
Hull v Southampton,0.0,0.031211700290441513,0.16134100407361984,0.0,0.36866189539432526,0,0,1,0,1,2016-11-06,Hull,Southampton,0,1,2,0,3,0.03823089972138405,0.3173050954937935,0.9137543933466077,0.7611690163612366,0.0,0,1,5,1,0,1,4,13,1,0,0.5612145997583866,2.030459404923022,0.5612145997583866,1.2692903885617852,0.39987359568476677,0.35553599521517754,2016
Liverpool v Watford,0.05995799973607063,1.2082434818148613,2.380296776071191,0.0,0.6032739151269197,1,4,11,0,1,2016-11-06,Liverpool,Watford,1,5,20,0,2,0.0,0.075740497559309,0.6789638283662498,0.0,0.016428200528025627,0,2,6,0,0,0,2,8,0,1,4.2517721727490425,0.7711325264535844,4.2517721727490425,0.7711325264535844,1.8714753966778517,0.09216869808733463,2016
Swansea v Manchester United,0.0,0.06816090270876884,0.09248710051178932,0.0,0.3520123865455389,0,0,0,0,1,2016-11-06,Swansea,Manchester United,0,2,3,0,2,0.0,0.0,1.0000573135912418,0.0,0.0,0,0,3,0,0,0,0,9,0,0,0.5126603897660971,1.0000573135912418,0.5126603897660971,1.0000573135912418,0.42017328925430775,0.0,2016
Leicester v West Bromwich Albion,0.0,0.0,0.6296774065122008,0.0,0.0,0,0,2,0,0,2016-11-06,Leicester,West Bromwich Albion,0,0,5,0,0,0.0,0.09478629939258099,0.6871737819164991,0.0,0.0,0,2,3,0,0,0,2,9,0,0,0.6296774065122008,0.7819600813090801,0.6296774065122008,0.7819600813090801,0.0,0.09478629939258099,2016
Manchester United v Arsenal,0.059737399220466614,0.14435829687863588,0.2543797008693218,0.0,0.052986498922109604,0,1,4,0,0,2016-11-19,Manchester United,Arsenal,1,4,6,0,1,0.0,0.06372430175542831,0.5120884943753481,0.0,0.0,0,0,1,0,0,0,1,4,0,0,0.5114618958905339,0.5758127961307764,0.5114618958905339,0.5758127961307764,0.2570821950212121,0.06372430175542831,2016
Crystal Palace v Manchester City,0.02691029943525791,0.014548799954354763,0.3820886053144932,0.0,0.01653430052101612,0,0,2,0,0,2016-11-19,Crystal Palace,Manchester City,1,1,5,0,1,0.0,0.5412130951881409,0.8335824999958277,0.0,0.019411999732255936,0,2,1,0,0,0,3,6,0,1,0.440082005225122,1.3942075949162245,0.440082005225122,1.3942075949162245,0.057993399910628796,0.5606250949203968,2016
Everton v Swansea,0.15511929988861084,0.036791399121284485,1.3568580113351345,0.0,0.0,1,0,5,0,0,2016-11-19,Everton,Swansea,2,1,11,0,0,0.06985770165920258,0.07949689775705338,0.16418580152094364,0.7611690163612366,0.0,1,0,1,1,0,1,1,3,1,0,1.5487687103450298,1.0747094172984362,1.5487687103450298,0.3135404009371996,0.19191069900989532,0.14935459941625595,2016
Southampton v Liverpool,0.0,0.0,0.09420549962669611,0.0,0.0,0,0,0,0,0,2016-11-19,Southampton,Liverpool,0,0,3,0,0,0.0,0.09791580308228731,1.5910596726462245,0.0,0.0,0,0,2,0,0,0,2,13,0,0,0.09420549962669611,1.6889754757285118,0.09420549962669611,1.6889754757285118,0.0,0.09791580308228731,2016
Stoke v Bournemouth,0.12771600484848022,0.206013897433877,0.5093875005841255,0.7611690163612366,0.0,0,0,5,0,0,2016-11-19,Stoke,Bournemouth,1,4,8,1,0,0.04428059980273247,0.0,0.6316773798316717,0.0,0.5641660094261169,0,0,1,0,1,1,0,6,0,1,1.6042864192277193,1.2401239890605211,0.8431174028664827,1.2401239890605211,0.3337299022823572,0.6084466092288494,2016
Sunderland v Hull,0.0,0.11209200322628021,0.8394196052104235,0.0,0.0,0,0,4,0,0,2016-11-19,Sunderland,Hull,0,1,10,0,0,0.0,0.6936457082629204,0.5807618079707026,0.0,0.0,0,1,4,0,0,0,4,13,0,0,0.9515116084367037,1.274407516233623,0.9515116084367037,1.274407516233623,0.11209200322628021,0.6936457082629204,2016
Watford v Leicester,0.0,0.08412100002169609,0.6140144113451242,0.0,0.021563900634646416,0,0,3,0,0,2016-11-19,Watford,Leicester,0,3,6,0,1,0.0,0.16505730338394642,0.2507174974307418,0.7611690163612366,0.019916100427508354,0,0,1,1,0,0,3,6,1,1,0.7196993120014668,1.1968599176034331,0.7196993120014668,0.43569090124219656,0.1056849006563425,0.18497340381145477,2016
Tottenham v West Ham,0.08349879831075668,0.22574699483811855,1.4651225414127111,0.7611690163612366,0.032074290327727795,0,1,3,1,1,2016-11-19,Tottenham,West Ham,2,2,7,1,2,0.046137601137161255,0.768919219262898,0.2363375946879387,0.7611690163612366,0.0,0,1,1,1,0,1,5,4,1,0,2.5676116412505507,1.8125634314492345,1.8064426248893142,1.051394415087998,0.34132008347660303,0.8150568204000592,2016
Middlesbrough v Chelsea,0.05770060047507286,0.026144899427890778,0.47761549707502127,0.0,0.0,0,0,1,0,0,2016-11-20,Middlesbrough,Chelsea,1,1,10,0,0,0.06567440181970596,0.17644810304045677,1.4452558048069477,0.0,0.0,0,1,2,0,0,1,2,10,0,0,0.5614609969779849,1.6873783096671104,0.5614609969779849,1.6873783096671104,0.08384549990296364,0.24212250486016273,2016
West Bromwich Albion v Burnley,0.0,0.17642600275576115,1.2286979034543037,0.0,0.0,0,0,6,0,0,2016-11-22,West Bromwich Albion,Burnley,0,3,13,0,0,0.07399989664554596,0.0,0.07273079827427864,0.0,0.4242750108242035,1,0,1,0,0,1,0,3,0,1,1.4051239062100649,0.5710057057440281,1.4051239062100649,0.5710057057440281,0.17642600275576115,0.49827490746974945,2016
Burnley v Manchester City,0.0,0.0,0.20971659757196903,0.0,0.26651548128575087,0,0,4,0,1,2016-11-26,Burnley,Manchester City,0,0,4,0,6,0.0,0.8196956049650908,1.463419915176928,0.0,0.011651700362563133,0,1,4,0,0,0,4,16,0,1,0.4762320788577199,2.294767220504582,0.4762320788577199,2.294767220504582,0.26651548128575087,0.8313473053276539,2016
Hull v West Bromwich Albion,0.07321800291538239,0.0,0.24705785140395164,0.0,0.10418079793453217,1,0,2,0,1,2016-11-26,Hull,West Bromwich Albion,1,0,7,0,2,0.04963349923491478,0.35631629824638367,0.9961775029078126,0.0,0.0,1,1,0,0,0,1,3,7,0,0,0.4244566522538662,1.402127300389111,0.4244566522538662,1.402127300389111,0.17739880084991455,0.40594979748129845,2016
Leicester v Middlesbrough,0.0,0.0,0.5002426989376545,1.5223380327224731,0.025223499163985252,0,0,1,2,0,2016-11-26,Leicester,Middlesbrough,0,0,8,2,1,0.0,0.07345420122146606,0.3517973981797695,0.0,0.0,0,0,2,0,0,0,1,5,0,0,2.047804230824113,0.4252515994012356,0.5254661981016397,0.4252515994012356,0.025223499163985252,0.07345420122146606,2016
Liverpool v Sunderland,0.14563000202178955,0.19131560064852238,0.8525258889421821,0.7611690163612366,0.07396940141916275,0,0,6,1,0,2016-11-26,Liverpool,Sunderland,1,4,20,1,1,0.04401849955320358,0.0,0.22395558468997478,0.0,0.023098500445485115,0,0,1,0,0,1,0,4,0,1,2.0246099093928933,0.2910725846886635,1.2634408930316567,0.2910725846886635,0.4109150040894747,0.0671169999986887,2016
