fixture,home_directfk_xG,home_corner_xG,home_op_xG,home_pen_xG,home_setpiece_xG,home_directfk_shots_ot,home_corner_shots_ot,home_op_shots_ot,home_pen_shots_ot,home_setpiece_shots_ot,date,home_team,away_team,home_directfk_shots,home_corner_shots,home_op_shots,home_pen_shots,home_setpiece_shots,away_directfk_xG,away_corner_xG,away_op_xG,away_pen_xG,away_setpiece_xG,away_directfk_shots_ot,away_corner_shots_ot,away_op_shots_ot,away_pen_shots_ot,away_setpiece_shots_ot,away_directfk_shots,away_corner_shots,away_op_shots,away_pen_shots,away_setpiece_shots,home_xG,away_xG,home_np_xG,away_np_xG,home_sp_xG,away_sp_xG,season
Swansea v Crystal Palace,0.2034210041165352,1.0037440676242113,0.8084293007850647,0.0,1.5363269876688719,1,1,3,0,3,2016-11-26,Swansea,Crystal Palace,2,4,8,0,5,0.0,1.5072711762040854,0.790162512101233,0.0,0.0,0,2,2,0,0,0,6,6,0,0,3.551921360194683,2.2974336883053184,3.551921360194683,2.2974336883053184,2.7434920594096184,1.5072711762040854,2016
Chelsea v Tottenham,0.03791939839720726,0.0,1.2115617897361517,0.0,0.0,1,0,4,0,0,2016-11-26,Chelsea,Tottenham,1,0,8,0,0,0.03166300058364868,0.07009910047054291,0.3208063030615449,0.0,0.0,0,1,5,0,0,1,2,9,0,0,1.249481188133359,0.4225684041157365,1.249481188133359,0.4225684041157365,0.03791939839720726,0.10176210105419159,2016
Watford v Stoke,0.0,0.0,0.4338744021952152,0.0,0.11386930197477341,0,0,2,0,0,2016-11-27,Watford,Stoke,0,1,9,0,2,0.08978340029716492,0.12699399888515472,0.2728434056043625,0.0,0.23220248240977526,0,0,0,0,1,1,1,6,0,6,0.5477437041699886,0.7218232871964574,0.5477437041699886,0.7218232871964574,0.11386930197477341,0.4489798815920949,2016
Arsenal v Bournemouth,0.0,0.0,2.7864992320537567,0.0,0.08319909870624542,0,0,3,0,0,2016-11-27,Arsenal,Bournemouth,0,0,15,0,1,0.0,0.6115304911509156,0.26763719599694014,0.7611690163612366,0.4087649881839752,0,1,1,1,0,0,3,4,1,1,2.869698330760002,2.0491016916930676,2.869698330760002,1.287932675331831,0.08319909870624542,1.0202954793348908,2016
Manchester United v West Ham,0.0,0.12779070250689983,1.3235247023403645,0.0,0.0,0,0,8,0,0,2016-11-27,Manchester United,West Ham,0,3,14,0,0,0.028224699199199677,0.12162700295448303,0.1808477994054556,0.0,0.4186890125274658,0,0,1,0,1,1,1,3,0,1,1.4513154048472643,0.7493885140866041,1.4513154048472643,0.7493885140866041,0.12779070250689983,0.5685407146811485,2016
Southampton v Everton,0.0,0.1667969971895218,2.6288754120469093,0.0,0.00994527991861105,0,0,6,0,0,2016-11-27,Southampton,Everton,0,2,14,0,1,0.05963759869337082,0.020241599529981613,0.47558279521763325,0.0,0.05971189960837364,0,0,1,0,0,1,1,10,0,1,2.805617689155042,0.6151738930493593,2.805617689155042,0.6151738930493593,0.17674227710813284,0.13959109783172607,2016
Sunderland v Leicester,0.0,0.1330026015639305,1.2945705000311136,0.0,0.013862100429832935,0,0,6,0,0,2016-12-03,Sunderland,Leicester,0,2,19,0,1,0.0,0.2782320957630873,0.5868679070845246,0.0,0.2890594443306327,0,1,3,0,1,0,5,9,0,4,1.441435202024877,1.1541594471782446,1.441435202024877,1.1541594471782446,0.14686470199376345,0.56729154009372,2016
Manchester City v Chelsea,0.0,0.058077799156308174,2.1825366001576185,0.0,0.0,0,0,4,0,0,2016-12-03,Manchester City,Chelsea,0,2,12,0,0,0.0,0.07287690043449402,1.211926613934338,0.0,0.0,0,0,4,0,0,0,1,10,0,0,2.2406143993139267,1.2848035143688321,2.2406143993139267,1.2848035143688321,0.058077799156308174,0.07287690043449402,2016
Crystal Palace v Southampton,0.0,1.521878119558096,0.6578953787684441,0.0,0.020957300439476967,0,2,2,0,0,2016-12-03,Crystal Palace,Southampton,0,4,4,0,1,0.0,0.20026560127735138,0.566359524615109,0.0,0.0,0,0,3,0,0,0,3,14,0,0,2.200730798766017,0.7666251258924603,2.200730798766017,0.7666251258924603,1.542835419997573,0.20026560127735138,2016
Stoke v Burnley,0.0,0.5475250286981463,0.597350699827075,0.0,0.0,0,0,4,0,0,2016-12-03,Stoke,Burnley,0,3,7,0,0,0.15426089614629745,0.17180150002241135,0.4528266014531255,0.0,0.0,0,1,3,0,0,2,4,8,0,0,1.1448757285252213,0.7788889976218343,1.1448757285252213,0.7788889976218343,0.5475250286981463,0.3260623961687088,2016
Tottenham v Swansea,0.10374000295996666,0.0,3.4697143975645304,0.7611690163612366,0.0,1,0,13,1,0,2016-12-03,Tottenham,Swansea,2,0,25,1,0,0.0,0.0,0.03421090170741081,0.0,0.0,0,0,0,0,0,0,0,1,0,0,4.334623416885734,0.03421090170741081,3.573454400524497,0.03421090170741081,0.10374000295996666,0.0,2016
West Bromwich Albion v Watford,0.04724179953336716,0.5334456153213978,0.5966800935566425,0.0,0.0,1,1,1,0,0,2016-12-03,West Bromwich Albion,Watford,1,2,8,0,0,0.0,0.8025688137859106,0.6142429383471608,0.0,0.07034509629011154,0,1,4,0,0,0,2,14,0,1,1.1773675084114075,1.487156848423183,1.1773675084114075,1.487156848423183,0.5806874148547649,0.8729139100760221,2016
West Ham v Arsenal,0.06430699676275253,0.0,0.47195489797741175,0.0,0.37001898884773254,0,0,2,0,1,2016-12-03,West Ham,Arsenal,1,0,8,0,1,0.0,0.02292639948427677,2.8977586906403303,0.0,0.11531899869441986,0,0,10,0,0,0,1,17,0,1,0.9062808835878968,3.036004088819027,0.9062808835878968,3.036004088819027,0.4343259856104851,0.13824539817869663,2016
Bournemouth v Liverpool,0.0,0.019998300820589066,2.140544085763395,0.7611690163612366,0.15508010052144527,0,0,6,1,1,2016-12-04,Bournemouth,Liverpool,0,1,7,1,3,0.0,0.08606790006160736,1.1091541294008493,0.0,0.07009740173816681,0,0,3,0,0,0,1,8,0,1,3.0767915034666657,1.2653194312006235,2.315622487105429,1.2653194312006235,0.17507840134203434,0.15616530179977417,2016
Everton v Manchester United,0.0,0.0,0.7407801952213049,0.7611690163612366,0.14790310338139534,0,0,4,1,1,2016-12-04,Everton,Manchester United,0,0,9,1,3,0.09956789761781693,0.0,0.3968081995844841,0.0,0.04492359980940819,0,0,2,0,0,1,0,8,0,1,1.6498523149639368,0.5412996970117092,0.8886832986027002,0.5412996970117092,0.14790310338139534,0.1444914974272251,2016
Middlesbrough v Hull,0.04556829854846001,0.49045711010694504,1.414615098387003,0.0,0.0,0,1,3,0,0,2016-12-06,Middlesbrough,Hull,1,2,13,0,0,0.0,0.16913973726332188,0.05219950061291456,0.0,0.0,0,1,1,0,0,0,3,3,0,0,1.950640507042408,0.22133923787623644,1.950640507042408,0.22133923787623644,0.536025408655405,0.16913973726332188,2016
Watford v Everton,0.0,0.03314380068331957,0.9139460194855928,0.0,0.5456200987100601,0,1,3,0,2,2016-12-10,Watford,Everton,0,2,6,0,3,0.05480179935693741,0.3750127097591758,0.6568937003612518,0.0,0.010040000081062317,1,1,2,0,0,1,2,7,0,1,1.4927099188789725,1.0967482095584273,1.4927099188789725,1.0967482095584273,0.5787638993933797,0.4398545091971755,2016
Arsenal v Stoke,0.0,0.06367260124534369,1.5165946930646896,0.0,0.0,0,0,6,0,0,2016-12-10,Arsenal,Stoke,0,3,18,0,0,0.0,0.0679442984983325,0.46489893551915884,0.7611690163612366,0.0,0,2,2,1,0,0,4,7,1,0,1.5802672943100333,1.294012250378728,1.5802672943100333,0.5328432340174913,0.06367260124534369,0.0679442984983325,2016
Burnley v Bournemouth,0.0,1.2832576893270016,0.4383805003017187,0.0,0.47970869205892086,0,2,3,0,2,2016-12-10,Burnley,Bournemouth,0,6,6,0,3,0.04657939821481705,0.13033939898014069,0.814346713013947,0.0,0.015777600929141045,1,1,2,0,0,1,5,11,0,1,2.201346881687641,1.0070431111380458,2.201346881687641,1.0070431111380458,1.7629663813859224,0.19269639812409878,2016
Hull v Crystal Palace,0.0,0.028807099908590317,1.377904200926423,0.7611690163612366,0.0,0,0,5,1,0,2016-12-10,Hull,Crystal Palace,0,1,13,1,0,0.0,0.08771369978785515,0.6517087118700147,0.7611690163612366,0.0,0,2,3,1,0,0,2,12,1,0,2.16788031719625,1.5005914280191064,1.4067113008350134,0.7394224116578698,0.028807099908590317,0.08771369978785515,2016
Swansea v Sunderland,0.0,0.19028600305318832,0.7811898766085505,0.7611690163612366,0.44920510798692703,0,1,2,1,1,2016-12-10,Swansea,Sunderland,0,2,8,1,3,0.06190989911556244,0.17129169404506683,0.4206707999110222,0.0,0.019385099411010742,0,1,1,0,0,1,2,7,0,1,2.1818500040099025,0.6732574924826622,1.420680987648666,0.6732574924826622,0.6394911110401154,0.25258669257164,2016
Leicester v Manchester City,0.0,0.47735119238495827,2.128478739410639,0.0,0.0,0,0,6,0,0,2016-12-10,Leicester,Manchester City,0,3,8,0,0,0.06341280043125153,0.06330540031194687,0.8469850914552808,0.0,0.0,1,0,3,0,0,1,1,17,0,0,2.605829931795597,0.9737032921984792,2.605829931795597,0.9737032921984792,0.47735119238495827,0.1267182007431984,2016
Chelsea v West Bromwich Albion,0.1526859998703003,0.0,0.3993946984410286,0.0,0.0,1,0,1,0,0,2016-12-11,Chelsea,West Bromwich Albion,3,0,9,0,0,0.0,0.0,0.2125740945339203,0.0,0.0,0,0,1,0,0,0,0,6,0,0,0.5520806983113289,0.2125740945339203,0.5520806983113289,0.2125740945339203,0.1526859998703003,0.0,2016
Manchester United v Tottenham,0.04343939945101738,0.07348399981856346,0.9198079071938992,0.0,0.013268000446259975,0,1,4,0,0,2016-12-11,Manchester United,Tottenham,1,2,10,0,1,0.11480419710278511,0.01688610017299652,0.19189069885760546,0.0,0.3967599868774414,2,0,2,0,0,2,1,8,0,1,1.04999930690974,0.7203409830108285,1.04999930690974,0.7203409830108285,0.13019139971584082,0.528450284153223,2016
Southampton v Middlesbrough,0.0,0.25836439058184624,1.470828017219901,0.0,0.0,0,1,1,0,0,2016-12-11,Southampton,Middlesbrough,0,3,11,0,0,0.0,0.0,0.5317487102001905,0.0,0.0,0,0,1,0,0,0,0,6,0,0,1.7291924078017473,0.5317487102001905,1.7291924078017473,0.5317487102001905,0.25836439058184624,0.0,2016
Liverpool v West Ham,0.0,0.1893054023385048,1.6020307717844844,0.0,0.0,0,0,3,0,0,2016-12-11,Liverpool,West Ham,0,2,16,0,0,0.06127680093050003,0.0405724011361599,0.5481307143345475,0.0,0.0,1,0,2,0,0,1,1,5,0,0,1.7913361741229892,0.6499799164012074,1.7913361741229892,0.6499799164012074,0.1893054023385048,0.10184920206665993,2016
Bournemouth v Leicester,0.0,0.0,0.6599030122160912,0.0,0.0,0,0,3,0,0,2016-12-13,Bournemouth,Leicester,0,0,9,0,0,0.0,0.050047898665070534,0.9989071749150753,0.0,0.6261439919471741,0,0,3,0,1,0,2,9,0,1,0.6599030122160912,1.67509906552732,0.6599030122160912,1.67509906552732,0.0,0.6761918906122446,2016
Everton v Arsenal,0.07716330140829086,0.5123388916254044,0.6626859027892351,0.0,0.20814930647611618,0,2,2,0,0,2016-12-13,Everton,Arsenal,1,3,8,0,2,0.14409999549388885,0.048273198306560516,0.4084171075373888,0.0,0.9999930262565613,1,0,0,0,0,1,1,5,0,2,1.4603374022990465,1.6007833275943995,1.4603374022990465,1.6007833275943995,0.7976514995098114,1.1923662200570107,2016
Middlesbrough v Liverpool,0.0,0.0,0.12270569894462824,0.0,0.03887777030467987,0,0,2,0,1,2016-12-14,Middlesbrough,Liverpool,0,0,5,0,3,0.06120460107922554,0.011632200330495834,2.052501229569316,0.0,0.016127999871969223,0,0,4,0,0,1,1,12,0,1,0.1615834692493081,2.1414660308510065,0.1615834692493081,2.1414660308510065,0.03887777030467987,0.0889648012816906,2016
Sunderland v Chelsea,0.0,0.05714010074734688,0.3747668042778969,0.0,0.04207229986786842,0,1,1,0,1,2016-12-14,Sunderland,Chelsea,0,1,6,0,1,0.19399980455636978,0.047179801389575005,0.9834062904119492,0.0,0.0,1,1,4,0,0,2,2,15,0,0,0.4739792048931122,1.224585896357894,0.4739792048931122,1.224585896357894,0.0992124006152153,0.24117960594594479,2016
West Ham v Burnley,0.0,0.11318949982523918,0.5332203973084688,0.7611690163612366,0.9453724138438702,0,2,3,1,1,2016-12-14,West Ham,Burnley,0,5,12,1,2,0.06529819965362549,0.0,0.907990887761116,0.0,0.10842599719762802,1,0,1,0,0,1,0,6,0,1,2.3529513273388147,1.0817150846123695,1.5917823109775782,1.0817150846123695,1.0585619136691093,0.1737241968512535,2016
Crystal Palace v Manchester United,0.0,0.05585189908742905,0.4669030848890543,0.0,0.1875688061118126,0,1,2,0,0,2016-12-15,Crystal Palace,Manchester United,0,1,3,0,2,0.03663510084152222,0.08479629829525948,0.5523812044411898,0.0,0.5992519855499268,0,0,5,0,1,1,3,11,0,1,0.7103237900882959,1.2730645891278982,0.7103237900882959,1.2730645891278982,0.24342070519924164,0.7206833846867085,2016
Manchester City v Watford,0.0,0.08574909716844559,1.5378383994102478,0.0,0.0,0,2,5,0,0,2016-12-15,Manchester City,Watford,0,3,10,0,0,0.037328001111745834,0.0,0.3816727278754115,0.0,0.0784619003534317,0,0,1,0,1,1,0,3,0,1,1.6235874965786934,0.49746262934058905,1.6235874965786934,0.49746262934058905,0.08574909716844559,0.11578990146517754,2016
Stoke v Southampton,0.0,0.11651799827814102,0.130111301317811,0.0,0.08712480217218399,0,0,3,0,0,2016-12-15,Stoke,Southampton,0,1,3,0,1,0.24029869958758354,0.19601720198988914,0.2680490016937256,0.0,0.01874849945306778,1,0,3,0,0,2,4,8,0,1,0.333754101768136,0.723113402724266,0.333754101768136,0.723113402724266,0.203642800450325,0.45506440103054047,2016
Tottenham v Hull,0.1793665997684002,0.01650720089673996,1.9896931909024715,0.0,0.6780617274343967,1,0,7,0,1,2016-12-15,Tottenham,Hull,3,1,20,0,3,0.0,0.05389139987528324,0.5306314025074244,0.0,0.0,0,1,4,0,0,0,3,7,0,0,2.8636287190020084,0.5845228023827076,2.8636287190020084,0.5845228023827076,0.8739355280995369,0.05389139987528324,2016
West Bromwich Albion v Swansea,0.0,0.0,1.4376072688028216,0.0,0.3450709879398346,0,0,3,0,1,2016-12-15,West Bromwich Albion,Swansea,0,0,12,0,1,0.052969399839639664,0.08989860024303198,1.0448917150497437,0.0,0.0,1,1,2,0,0,1,3,4,0,0,1.7826782567426562,1.1877597151324153,1.7826782567426562,1.1877597151324153,0.3450709879398346,0.14286800008267164,2016
Crystal Palace v Chelsea,0.16495919972658157,0.0,0.1913725035265088,0.0,0.0,0,0,2,0,0,2016-12-17,Crystal Palace,Chelsea,2,0,4,0,0,0.1485769972205162,0.0,0.5963193010538816,0.0,0.07369800098240376,0,0,5,0,1,2,0,9,0,2,0.3563317032530904,0.8185942992568016,0.3563317032530904,0.8185942992568016,0.16495919972658157,0.22227499820291996,2016
Middlesbrough v Swansea,0.08984020352363586,0.0,0.7997267693281174,0.7611690163612366,0.06475479900836945,0,0,3,1,0,2016-12-17,Middlesbrough,Swansea,1,0,7,1,1,0.0,0.09719610214233398,0.5061818985268474,0.0,0.0,0,0,2,0,0,0,1,13,0,0,1.7154907882213593,0.6033780006691813,0.9543217718601227,0.6033780006691813,0.1545950025320053,0.09719610214233398,2016
Stoke v Leicester,0.0,0.037439100444316864,0.8640711829066277,0.7611690163612366,0.8743237927556038,0,1,4,1,1,2016-12-17,Stoke,Leicester,0,2,11,1,2,0.05871479958295822,0.06806740164756775,1.1183422822505236,0.0,0.010599300265312195,0,1,6,0,1,1,3,9,0,1,2.537003092467785,1.2557237837463617,1.7758340761065483,1.2557237837463617,0.9117628931999207,0.13738150149583817,2016
Sunderland v Watford,0.0,0.06447059661149979,1.0163436233997345,0.0,0.05444920063018799,0,0,2,0,0,2016-12-17,Sunderland,Watford,0,1,9,0,1,0.12399999797344208,0.12021800130605698,0.1484120972454548,0.0,0.6828849911689758,0,3,0,0,1,1,4,3,0,2,1.1352634206414223,1.0755150876939297,1.1352634206414223,1.0755150876939297,0.11891979724168777,0.9271029904484749,2016
West Ham v Hull,0.18286509439349174,0.6257626870647073,0.3517092000693083,0.7611690163612366,0.0,2,1,1,1,0,2016-12-17,West Ham,Hull,3,7,8,1,0,0.0,0.21756160259246826,0.9022501055151224,0.0,0.014973900280892849,0,1,2,0,1,0,3,12,0,1,1.9215059978887439,1.1347856083884835,1.1603369815275073,1.1347856083884835,0.808627781458199,0.2325355028733611,2016
West Bromwich Albion v Manchester United,0.0,0.05457660183310509,0.49675560276955366,0.0,0.04909399896860123,0,0,1,0,0,2016-12-17,West Bromwich Albion,Manchester United,0,1,7,0,2,0.0,0.0,0.9951229933649302,0.0,0.0,0,0,5,0,0,0,0,10,0,0,0.60042620357126,0.9951229933649302,0.60042620357126,0.9951229933649302,0.10367060080170631,0.0,2016
Bournemouth v Southampton,0.0,0.07592149823904037,0.37968710064888,0.0,0.037303101271390915,0,1,4,0,0,2016-12-18,Bournemouth,Southampton,0,1,8,0,1,0.0,0.0,1.694513788446784,0.0,0.0,0,0,7,0,0,0,0,14,0,0,0.4929117001593113,1.694513788446784,0.4929117001593113,1.694513788446784,0.11322459951043129,0.0,2016
Manchester City v Arsenal,0.0,0.06524999905377626,1.3981001051142812,0.0,0.05524609982967377,0,1,4,0,0,2016-12-18,Manchester City,Arsenal,0,3,10,0,1,0.0,0.05643229931592941,0.5534609025344253,0.0,0.0,0,0,1,0,0,0,1,5,0,0,1.5185962039977312,0.6098932018503547,1.5185962039977312,0.6098932018503547,0.12049609888345003,0.05643229931592941,2016
Tottenham v Burnley,0.04443550109863281,0.23787341872230172,1.2032480966299772,0.0,0.0267316997051239,0,2,7,0,0,2016-12-18,Tottenham,Burnley,1,6,22,0,1,0.0,0.0,1.1831094026565552,0.0,0.03330240026116371,0,0,2,0,0,0,0,4,0,1,1.5122887161560357,1.2164118029177189,1.5122887161560357,1.2164118029177189,0.30904061952605844,0.03330240026116371,2016
Everton v Liverpool,0.05459960177540779,0.28424501419067383,0.07595990039408207,0.0,0.04198300093412399,0,0,0,0,1,2016-12-20,Everton,Liverpool,1,1,3,0,1,0.0,0.061225298792123795,1.8393044732511044,0.0,0.0,0,1,2,0,0,0,1,10,0,0,0.4567875172942877,1.9005297720432281,0.4567875172942877,1.9005297720432281,0.3808276169002056,0.061225298792123795,2016
Leicester v Everton,0.0,0.025268200784921646,0.3521954957395792,0.0,0.0,0,0,2,0,0,2016-12-26,Leicester,Everton,0,1,6,0,0,0.0,0.07955899834632874,1.1755635477602482,0.0,0.0,0,0,3,0,0,0,1,7,0,0,0.37746369652450085,1.255122546106577,0.37746369652450085,1.255122546106577,0.025268200784921646,0.07955899834632874,2016
Watford v Crystal Palace,0.0,0.0,0.17248739954084158,0.7611690163612366,0.026117799803614616,0,0,2,1,0,2016-12-26,Watford,Crystal Palace,0,0,7,1,1,0.0,0.026279199868440628,0.6259131096303463,0.7611690163612366,0.12498100101947784,0,1,2,1,0,0,1,7,1,1,0.9597742157056928,1.5383423268795013,0.1986051993444562,0.7771733105182648,0.026117799803614616,0.15126020088791847,2016
Arsenal v West Bromwich Albion,0.0,0.22401290107518435,1.774371586740017,0.0,0.0,0,1,10,0,0,2016-12-26,Arsenal,West Bromwich Albion,0,3,23,0,0,0.0,0.4902989864349365,0.1972029022872448,0.0,0.0,0,0,1,0,0,0,1,2,0,0,1.9983844878152013,0.6875018887221813,1.9983844878152013,0.6875018887221813,0.22401290107518435,0.4902989864349365,2016
Burnley v Middlesbrough,0.06776569783687592,0.01541380025446415,0.10691929794847965,0.0,0.08560479711741209,1,0,2,0,1,2016-12-26,Burnley,Middlesbrough,1,1,2,0,2,0.07882989943027496,0.1938716024160385,0.35507139749825,0.0,0.0710413008928299,1,1,0,0,0,2,2,3,0,1,0.2757035931572318,0.6988142002373934,0.2757035931572318,0.6988142002373934,0.16878429520875216,0.34374280273914337,2016
Chelsea v Bournemouth,0.08931619673967361,0.038005899637937546,0.8245388995856047,0.7611690163612366,0.0,0,0,3,1,0,2016-12-26,Chelsea,Bournemouth,1,1,11,1,0,0.09010980278253555,0.0,0.4767039967700839,0.0,0.08412840031087399,0,0,3,0,0,1,0,5,0,2,1.7130300123244524,0.6509421998634934,0.9518609959632158,0.6509421998634934,0.12732209637761116,0.17423820309340954,2016
Manchester United v Sunderland,0.2192952036857605,0.09588120132684708,2.005997900851071,0.0,0.0,2,0,7,0,0,2016-12-26,Manchester United,Sunderland,2,3,21,0,0,0.0982453003525734,0.12868409976363182,0.2616115026175976,0.0,0.0,1,0,3,0,0,2,2,5,0,0,2.3211743058636785,0.4885409027338028,2.3211743058636785,0.4885409027338028,0.3151764050126076,0.22692940011620522,2016
Swansea v West Ham,0.056808799505233765,0.047280699014663696,0.850775214843452,0.0,0.0,1,0,6,0,0,2016-12-26,Swansea,West Ham,1,2,11,0,0,0.0,0.4759480059146881,3.0161411464214325,0.0,0.0,0,1,6,0,0,0,1,13,0,0,0.9548647133633494,3.4920891523361206,0.9548647133633494,3.4920891523361206,0.10408949851989746,0.4759480059146881,2016
Hull v Manchester City,0.04692250117659569,0.04534499906003475,0.17279390059411526,0.0,0.08500809967517853,1,0,1,0,0,2016-12-26,Hull,Manchester City,1,2,7,0,1,0.06677749752998352,0.1054599042981863,1.2889622710645199,0.7611690163612366,0.0,1,0,4,1,0,1,2,12,1,0,0.3500695005059242,2.2223686892539263,0.3500695005059242,1.4611996728926897,0.17727559991180897,0.17223740182816982,2016
Liverpool v Stoke,0.0,0.0776033028960228,1.5890895053744316,0.0,0.0,0,0,5,0,0,2016-12-27,Liverpool,Stoke,0,3,17,0,0,0.0,0.0,0.395330298691988,0.0,0.0,0,0,2,0,0,0,0,7,0,0,1.6666928082704544,0.395330298691988,1.6666928082704544,0.395330298691988,0.0776033028960228,0.0,2016
Southampton v Tottenham,0.0,0.0,0.2012354014441371,0.0,0.20250734873116016,0,0,1,0,1,2016-12-28,Southampton,Tottenham,0,0,6,0,3,0.0,0.12908579781651497,0.6988504026085138,0.7611690163612366,0.021241100504994392,0,1,4,0,0,0,4,11,1,1,0.40374275017529726,1.6103463172912598,0.40374275017529726,0.8491773009300232,0.20250734873116016,0.15032689832150936,2016
Hull v Everton,0.1336802989244461,0.10445300303399563,0.5017791129648685,0.0,0.12040899693965912,1,2,1,0,0,2016-12-31,Hull,Everton,2,3,8,0,1,0.0,0.0,1.277972660958767,0.0,0.0,0,0,7,0,0,0,0,20,0,0,0.8603214118629694,1.277972660958767,0.8603214118629694,1.277972660958767,0.35854229889810085,0.0,2016
Leicester v West Ham,0.08221309632062912,0.06735959649085999,0.9627821054309607,0.0,0.0,1,0,3,0,0,2016-12-31,Leicester,West Ham,1,1,10,0,0,0.20031489431858063,0.14850949868559837,1.1484981812536716,0.0,0.08738069981336594,2,0,3,0,0,3,3,15,0,3,1.1123547982424498,1.5847032740712166,1.1123547982424498,1.5847032740712166,0.1495726928114891,0.43620509281754494,2016
Manchester United v Middlesbrough,0.054154299199581146,0.6978708021342754,1.6807398917153478,0.0,0.11740200221538544,0,3,9,0,0,2016-12-31,Manchester United,Middlesbrough,1,7,23,0,1,0.0,0.016196999698877335,0.6287230094894767,0.0,0.0,0,0,2,0,0,0,1,8,0,0,2.55016699526459,0.644920009188354,2.55016699526459,0.644920009188354,0.869427103549242,0.016196999698877335,2016
Burnley v Sunderland,0.0,0.06434439867734909,1.8150928691029549,0.7611690163612366,0.08410140126943588,0,0,5,1,0,2016-12-31,Burnley,Sunderland,0,1,13,1,1,0.0,0.10129259899258614,0.3644078765064478,0.0,0.0,0,1,2,0,0,0,2,9,0,0,2.7247076854109764,0.46570047549903393,1.9635386690497398,0.46570047549903393,0.14844579994678497,0.10129259899258614,2016
Chelsea v Stoke,0.07569699734449387,0.6075121890753508,1.2641637921333313,0.0,0.0,0,2,5,0,0,2016-12-31,Chelsea,Stoke,1,5,12,0,0,0.0,0.09014199674129486,0.5638290047645569,0.0,0.20444550178945065,0,0,1,0,1,0,1,1,0,3,1.947372978553176,0.8584165032953024,1.947372978553176,0.8584165032953024,0.6832091864198446,0.2945874985307455,2016
Southampton v West Bromwich Albion,0.0,0.08643389958888292,0.19461230374872684,0.0,0.09062140062451363,0,1,0,0,0,2016-12-31,Southampton,West Bromwich Albion,0,3,5,0,2,0.0,0.013167000375688076,0.5937183992937207,0.0,0.06061499938368797,0,0,3,0,0,0,1,5,0,1,0.3716676039621234,0.6675003990530968,0.3716676039621234,0.6675003990530968,0.17705530021339655,0.07378199975937605,2016
Swansea v Bournemouth,0.0,0.18784930929541588,0.24689367227256298,0.0,0.08047480043023825,0,1,3,0,1,2016-12-31,Swansea,Bournemouth,0,3,8,0,3,0.03277239948511124,0.0,2.4033110784366727,0.0,0.0,1,0,5,0,0,1,0,10,0,0,0.5152177819982171,2.436083477921784,0.5152177819982171,2.436083477921784,0.2683241097256541,0.03277239948511124,2016
Liverpool v Manchester City,0.0,0.0,0.25682540610432625,0.0,0.0,0,0,1,0,0,2016-12-31,Liverpool,Manchester City,0,0,5,0,0,0.07512719929218292,0.027234399691224098,0.2500838004052639,0.0,0.0,0,1,1,0,0,1,1,7,0,0,0.25682540610432625,0.3524453993886709,0.25682540610432625,0.3524453993886709,0.0,0.10236159898340702,2016
Watford v Tottenham,0.0,0.0,0.1403804011642933,0.0,1.1229310035705566,0,0,0,0,2,2017-01-01,Watford,Tottenham,0,0,4,0,2,0.12014800310134888,0.045530401170253754,2.4792807158082724,0.0,0.42013250291347504,1,0,5,0,0,1,1,15,0,2,1.26331140473485,3.06509162299335,1.26331140473485,3.06509162299335,1.1229310035705566,0.5858109071850777,2016
Arsenal v Crystal Palace,0.06405500322580338,0.1500486982986331,1.4624518137425184,0.0,0.0,0,0,7,0,0,2017-01-01,Arsenal,Crystal Palace,1,4,17,0,0,0.0,0.06489049922674894,0.1565782018005848,0.0,0.0,0,2,2,0,0,0,3,4,0,0,1.676555515266955,0.22146870102733374,1.676555515266955,0.22146870102733374,0.21410370152443647,0.06489049922674894,2016
Everton v Southampton,0.0,0.14534150250256062,1.4434594428166747,0.7611690163612366,0.0,0,0,5,1,0,2017-01-02,Everton,Southampton,0,4,12,1,0,0.0,0.14653090201318264,0.8643018938601017,0.0,0.0,0,0,3,0,0,0,2,10,0,0,2.349969961680472,1.0108327958732843,1.5888009453192353,1.0108327958732843,0.14534150250256062,0.14653090201318264,2016
Manchester City v Burnley,0.0,0.05009179934859276,0.5673200935125351,0.0,0.0,0,1,2,0,0,2017-01-02,Manchester City,Burnley,0,2,12,0,0,0.1752367988228798,0.22590200044214725,0.2409722013399005,0.0,0.0,0,1,1,0,0,2,4,5,0,0,0.6174118928611279,0.6421110006049275,0.6174118928611279,0.6421110006049275,0.05009179934859276,0.40113879926502705,2016
Middlesbrough v Leicester,0.0,0.0,0.6766461990773678,0.0,0.02046149969100952,0,0,1,0,0,2017-01-02,Middlesbrough,Leicester,0,0,8,0,1,0.12367799878120422,0.05946899950504303,0.2544391043484211,0.0,0.03949109837412834,1,1,1,0,1,2,1,6,0,1,0.6971076987683773,0.4770772010087967,0.6971076987683773,0.4770772010087967,0.02046149969100952,0.2226380966603756,2016
Sunderland v Liverpool,0.06623899936676025,0.0,0.32793620228767395,1.5223380327224731,0.0,0,0,3,2,0,2017-01-02,Sunderland,Liverpool,1,0,7,2,0,0.0,0.8298570103943348,1.4605668941512704,0.0,0.04381829872727394,0,3,10,0,2,0,5,14,0,2,1.9165132343769073,2.334242203272879,0.3941752016544342,2.334242203272879,0.06623899936676025,0.8736753091216087,2016
